	Facies	Formation	Well Name	Depth	GR	ILD_log10	DeltaPHI	PHIND	PE	NM_M	RELPOS
1439	8	A1 LM	LUKE G U	2637.0	46.6904415048	0.458	2.8056005486	21.3997126282	3.19942460837	2	1.0
1440	8	A1 LM	LUKE G U	2637.5	29.7104415048	0.499	4.6056005486	16.6997126282	3.39942460837	2	0.985
1441	8	A1 LM	LUKE G U	2638.0	19.0004415048	0.558	-0.294399451398	11.3497126282	3.89942460837	2	0.97
1442	8	A1 LM	LUKE G U	2638.5	17.6904415048	0.651	0.405600548602	7.29971262822	4.39942460837	2	0.955
1443	8	A1 LM	LUKE G U	2639.0	18.0504415048	0.736	0.505600548602	5.14971262822	4.79942460837	2	0.94
1444	8	A1 LM	LUKE G U	2639.5	20.5004415048	0.81	3.1056005486	4.14971262822	4.89942460837	2	0.925
1445	8	A1 LM	LUKE G U	2640.0	26.7304415048	0.848	4.0056005486	4.39971262822	4.79942460837	2	0.91
1446	8	A1 LM	LUKE G U	2640.5	33.2104415048	0.866	6.8056005486	5.99971262822	4.59942460837	2	0.896
1447	8	A1 LM	LUKE G U	2641.0	42.7004415048	0.866	8.0056005486	7.39971262822	4.39942460837	2	0.881
1448	8	A1 LM	LUKE G U	2641.5	51.4004415048	0.782	10.1056005486	8.84971262822	3.79942460837	2	0.866
1449	6	A1 LM	LUKE G U	2642.0	54.2904415048	0.745	12.6056005486	10.3997126282	3.59942460837	2	0.851
1450	6	A1 LM	LUKE G U	2642.5	56.7004415048	0.736	12.8056005486	10.6997126282	3.59942460837	2	0.836
1451	6	A1 LM	LUKE G U	2643.0	57.3804415048	0.736	12.3056005486	10.9497126282	3.69942460837	2	0.821
1452	6	A1 LM	LUKE G U	2643.5	62.9604415048	0.736	11.1056005486	11.5497126282	3.79942460837	2	0.806
1453	6	A1 LM	LUKE G U	2644.0	66.5204415048	0.745	10.0056005486	10.9997126282	3.89942460837	2	0.791
1454	6	A1 LM	LUKE G U	2644.5	64.2304415048	0.754	7.2056005486	9.29971262822	3.99942460837	2	0.776
1455	6	A1 LM	LUKE G U	2645.0	58.1204415048	0.801	2.5056005486	6.54971262822	4.09942460837	2	0.761
1456	6	A1 LM	LUKE G U	2645.5	55.0304415048	0.904	2.5056005486	4.94971262822	4.09942460837	2	0.746
1457	6	A1 LM	LUKE G U	2646.0	56.0004415048	0.923	2.5056005486	4.84971262822	4.09942460837	2	0.731
1458	6	A1 LM	LUKE G U	2646.5	58.8404415048	0.913	3.1056005486	6.04971262822	4.09942460837	2	0.716
1459	6	A1 LM	LUKE G U	2647.0	67.1304415048	0.885	5.4056005486	8.29971262822	3.99942460837	2	0.701
1460	6	A1 LM	LUKE G U	2647.5	77.8504415048	0.866	8.2056005486	10.6997126282	3.99942460837	2	0.687
1461	4	A1 LM	LUKE G U	2648.0	115.740441505	0.829	8.2056005486	11.4997126282	3.89942460837	2	0.672
1462	4	A1 LM	LUKE G U	2648.5	145.370441505	0.81	8.1056005486	11.5497126282	3.69942460837	2	0.657
1463	4	A1 LM	LUKE G U	2649.0	195.920441505	0.801	8.0056005486	11.4997126282	3.69942460837	2	0.642
1464	4	A1 LM	LUKE G U	2649.5	191.250441505	0.81	8.3056005486	11.2497126282	3.59942460837	2	0.627
1465	4	A1 LM	LUKE G U	2650.0	177.620441505	0.82	7.0056005486	9.69971262822	3.59942460837	2	0.612
1466	4	A1 LM	LUKE G U	2650.5	151.160441505	0.866	5.6056005486	7.69971262822	3.59942460837	2	0.597
1467	8	A1 LM	LUKE G U	2651.0	116.540441505	0.932	3.0056005486	5.19971262822	3.79942460837	2	0.582
1468	8	A1 LM	LUKE G U	2651.5	58.5004415048	0.96	2.0056005486	3.39971262822	4.39942460837	2	0.567
1469	8	A1 LM	LUKE G U	2652.0	56.7404415048	0.951	2.1056005486	3.24971262822	4.99942460837	2	0.552
1470	8	A1 LM	LUKE G U	2652.5	64.9404415048	0.923	5.4056005486	5.49971262822	4.99942460837	2	0.537
1471	8	A1 LM	LUKE G U	2653.0	74.3304415048	0.885	10.1056005486	8.64971262822	4.79942460837	2	0.522
1472	4	A1 LM	LUKE G U	2653.5	85.3504415048	0.829	9.8056005486	11.3997126282	4.59942460837	2	0.507
1473	4	A1 LM	LUKE G U	2654.0	97.0504415048	0.754	11.9056005486	13.7497126282	4.29942460837	2	0.493
1474	4	A1 LM	LUKE G U	2654.5	94.3404415048	0.717	10.7056005486	14.4497126282	4.09942460837	2	0.478
1475	4	A1 LM	LUKE G U	2655.0	88.3804415048	0.689	10.2056005486	14.6997126282	3.89942460837	2	0.463
1476	4	A1 LM	LUKE G U	2655.5	87.2504415048	0.66	9.9056005486	14.8497126282	3.79942460837	2	0.448
1477	4	A1 LM	LUKE G U	2656.0	85.8504415048	0.628	9.6056005486	14.7997126282	3.79942460837	2	0.433
1478	4	A1 LM	LUKE G U	2656.5	85.7104415048	0.614	9.6056005486	14.7997126282	3.69942460837	2	0.418
1479	4	A1 LM	LUKE G U	2657.0	86.5304415048	0.623	9.4056005486	14.8997126282	3.69942460837	2	0.403
1480	4	A1 LM	LUKE G U	2657.5	88.5304415048	0.623	9.1056005486	15.0497126282	3.59942460837	2	0.388
1481	4	A1 LM	LUKE G U	2658.0	88.8704415048	0.623	8.7056005486	14.9497126282	3.59942460837	2	0.373
1482	4	A1 LM	LUKE G U	2658.5	83.2404415048	0.633	8.6056005486	14.7997126282	3.39942460837	2	0.358
1483	4	A1 LM	LUKE G U	2659.0	71.5304415048	0.633	8.7056005486	14.6497126282	3.29942460837	2	0.343
1484	4	A1 LM	LUKE G U	2659.5	67.3604415048	0.661	9.2056005486	14.2997126282	3.39942460837	2	0.328
1485	4	A1 LM	LUKE G U	2660.0	61.3504415048	0.689	9.5056005486	13.9497126282	3.49942460837	2	0.313
1486	4	A1 LM	LUKE G U	2660.5	55.5104415048	0.764	8.5056005486	13.0497126282	3.59942460837	2	0.299
1487	6	A1 LM	LUKE G U	2661.0	51.6304415048	0.857	3.8056005486	10.0997126282	3.69942460837	2	0.284
1488	6	A1 LM	LUKE G U	2661.5	47.7404415048	0.838	3.2056005486	8.99971262822	3.79942460837	2	0.269
1489	6	A1 LM	LUKE G U	2662.0	48.1004415048	0.801	3.2056005486	8.89971262822	3.79942460837	2	0.254
1490	4	A1 LM	LUKE G U	2662.5	49.4404415048	0.754	3.4056005486	9.29971262822	3.79942460837	2	0.239
1491	4	A1 LM	LUKE G U	2663.0	66.1304415048	0.689	3.7056005486	10.3497126282	3.79942460837	2	0.224
1492	4	A1 LM	LUKE G U	2663.5	76.1804415048	0.633	4.7056005486	11.7497126282	3.59942460837	2	0.209
1493	4	A1 LM	LUKE G U	2664.0	92.9504415048	0.595	7.6056005486	14.0997126282	3.29942460837	2	0.194
1494	4	A1 LM	LUKE G U	2664.5	100.720441505	0.577	7.8056005486	16.2997126282	3.19942460837	2	0.179
1495	4	A1 LM	LUKE G U	2665.0	101.190441505	0.605	7.4056005486	18.5997126282	2.49942460837	2	0.164
1496	4	A1 LM	LUKE G U	2665.5	97.6204415048	0.654	4.5056005486	20.9497126282	2.79942460837	2	0.149
1497	4	A1 LM	LUKE G U	2666.0	87.3804415048	0.711	4.7056005486	20.8497126282	3.09942460837	2	0.134
1498	6	A1 LM	LUKE G U	2666.5	72.1304415048	0.761	6.8056005486	13.4997126282	3.29942460837	2	0.119
1499	6	A1 LM	LUKE G U	2667.0	64.8204415048	0.806	7.5056005486	9.74971262822	3.79942460837	2	0.104
1500	6	A1 LM	LUKE G U	2667.5	62.3404415048	0.848	6.4056005486	8.29971262822	3.89942460837	2	0.09
1501	6	A1 LM	LUKE G U	2668.0	56.8604415048	0.894	5.0056005486	7.19971262822	3.79942460837	2	0.075
1502	8	A1 LM	LUKE G U	2668.5	52.3704415048	0.904	1.7056005486	5.44971262822	3.79942460837	2	0.06
1503	8	A1 LM	LUKE G U	2669.0	48.5504415048	0.904	-4.2943994514	8.34971262822	3.99942460837	2	0.045
1504	8	A1 LM	LUKE G U	2669.5	54.9804415048	0.885	-12.2943994514	12.4497126282	3.99942460837	2	0.03
1505	8	A1 LM	LUKE G U	2670.0	61.0504415048	0.838	-14.3943994514	17.2997126282	3.79942460837	2	0.015
1506	3	B1 SH	LUKE G U	2670.5	66.9604415048	0.745	-13.3943994514	21.7997126282	3.59942460837	1	1.0
1507	3	B1 SH	LUKE G U	2671.0	70.4404415048	0.708	-6.2943994514	21.7497126282	3.19942460837	1	0.974
1508	3	B1 SH	LUKE G U	2671.5	73.0904415048	0.661	-0.994399451398	19.9997126282	3.09942460837	1	0.949
1509	3	B1 SH	LUKE G U	2672.0	75.0804415048	0.623	0.305600548602	20.3497126282	2.99942460837	1	0.923
1510	3	B1 SH	LUKE G U	2672.5	76.6104415048	0.614	1.1056005486	21.1497126282	2.89942460837	1	0.897
1511	3	B1 SH	LUKE G U	2673.0	79.2904415048	0.614	1.0056005486	24.0997126282	2.79942460837	1	0.872
1512	3	B1 SH	LUKE G U	2673.5	80.3704415048	0.614	6.3056005486	23.5497126282	2.69942460837	1	0.846
1513	3	B1 SH	LUKE G U	2674.0	80.1604415048	0.614	6.8056005486	23.6997126282	2.59942460837	1	0.821
1514	3	B1 SH	LUKE G U	2674.5	76.5404415048	0.623	6.6056005486	23.5997126282	2.59942460837	1	0.795
1515	3	B1 SH	LUKE G U	2675.0	74.5504415048	0.642	3.3056005486	24.2497126282	2.59942460837	1	0.769
1516	2	B1 SH	LUKE G U	2675.5	73.2304415048	0.67	0.105600548602	23.6497126282	2.59942460837	1	0.744
1517	2	B1 SH	LUKE G U	2676.0	69.5404415048	0.698	4.0056005486	17.8997126282	2.69942460837	1	0.718
1518	2	B1 SH	LUKE G U	2676.5	65.0004415048	0.736	4.6056005486	15.9997126282	2.79942460837	1	0.692
1519	2	B1 SH	LUKE G U	2677.0	65.2404415048	0.736	6.3056005486	14.8497126282	2.99942460837	1	0.667
1520	2	B1 SH	LUKE G U	2677.5	65.7304415048	0.736	7.4056005486	13.5997126282	3.09942460837	1	0.641
1521	2	B1 SH	LUKE G U	2678.0	65.2704415048	0.717	9.0056005486	11.5997126282	3.29942460837	1	0.615
1522	2	B1 SH	LUKE G U	2678.5	63.2304415048	0.717	9.2056005486	10.6997126282	3.59942460837	1	0.59
1523	2	B1 SH	LUKE G U	2679.0	61.7404415048	0.676	6.7056005486	11.1497126282	3.69942460837	1	0.564
1524	2	B1 SH	LUKE G U	2679.5	60.3304415048	0.624	4.3056005486	11.0497126282	3.59942460837	1	0.538
1525	2	B1 SH	LUKE G U	2680.0	58.7304415048	0.565	2.5056005486	11.6497126282	3.49942460837	1	0.513
1526	2	B1 SH	LUKE G U	2680.5	56.2104415048	0.511	0.805600548602	11.6997126282	3.29942460837	1	0.487
1527	2	B1 SH	LUKE G U	2681.0	55.1404415048	0.483	0.405600548602	11.5997126282	2.99942460837	1	0.462
1528	2	B1 SH	LUKE G U	2681.5	54.5404415048	0.436	0.505600548602	11.5497126282	2.99942460837	1	0.436
1529	2	B1 SH	LUKE G U	2682.0	55.3304415048	0.411	0.805600548602	11.4997126282	2.89942460837	1	0.41
1530	2	B1 SH	LUKE G U	2682.5	55.5904415048	0.39	1.2056005486	11.5997126282	2.89942460837	1	0.385
1531	2	B1 SH	LUKE G U	2683.0	54.9504415048	0.362	1.1056005486	11.7497126282	2.79942460837	1	0.359
1532	2	B1 SH	LUKE G U	2683.5	54.9504415048	0.352	1.0056005486	11.8997126282	2.79942460837	1	0.333
1533	2	B1 SH	LUKE G U	2684.0	55.6604415048	0.362	0.905600548602	11.8497126282	2.89942460837	1	0.308
1534	2	B1 SH	LUKE G U	2684.5	57.6304415048	0.371	1.0056005486	11.6997126282	2.89942460837	1	0.282
1535	2	B1 SH	LUKE G U	2685.0	60.8604415048	0.371	1.7056005486	11.4497126282	2.99942460837	1	0.256
1536	2	B1 SH	LUKE G U	2685.5	62.8904415048	0.38	2.4056005486	11.5997126282	3.09942460837	1	0.231
1537	3	B1 SH	LUKE G U	2686.0	67.5104415048	0.407	8.6056005486	14.5997126282	3.09942460837	1	0.205
1538	3	B1 SH	LUKE G U	2686.5	74.0804415048	0.436	8.4056005486	14.7997126282	3.19942460837	1	0.179
1539	3	B1 SH	LUKE G U	2687.0	77.8204415048	0.464	8.2056005486	14.5997126282	3.19942460837	1	0.154
1540	3	B1 SH	LUKE G U	2687.5	77.0204415048	0.49	6.9056005486	13.5497126282	3.29942460837	1	0.128
1541	3	B1 SH	LUKE G U	2688.0	75.9304415048	0.502	6.7056005486	15.1497126282	3.39942460837	1	0.103
1542	3	B1 SH	LUKE G U	2688.5	74.3004415048	0.521	3.7056005486	18.5497126282	3.49942460837	1	0.077
1543	3	B1 SH	LUKE G U	2689.0	73.4604415048	0.537	-0.994399451398	21.8997126282	3.59942460837	1	0.051
1544	3	B1 SH	LUKE G U	2689.5	64.7104415048	0.633	-0.494399451398	20.4497126282	3.29942460837	1	0.026
1545	8	B1 LM	LUKE G U	2690.0	50.6304415048	0.717	-0.194399451398	16.0997126282	3.39942460837	2	1.0
1546	8	B1 LM	LUKE G U	2690.5	39.7004415048	0.792	-1.5943994514	6.39971262822	3.59942460837	2	0.957
1547	8	B1 LM	LUKE G U	2691.0	31.9904415048	0.81	0.505600548602	4.54971262822	3.89942460837	2	0.913
1548	6	B1 LM	LUKE G U	2691.5	42.3204415048	0.866	0.605600548602	4.59971262822	4.49942460837	2	0.87
1549	6	B1 LM	LUKE G U	2692.0	48.3604415048	0.904	1.8056005486	5.59971262822	4.19942460837	2	0.826
1550	6	B1 LM	LUKE G U	2692.5	48.4304415048	0.932	0.905600548602	6.14971262822	3.59942460837	2	0.783
1551	6	B1 LM	LUKE G U	2693.0	48.4404415048	0.979	0.505600548602	6.24971262822	3.39942460837	2	0.739
1552	6	B1 LM	LUKE G U	2693.5	46.4404415048	1.007	-0.194399451398	5.89971262822	3.49942460837	2	0.696
1553	8	B1 LM	LUKE G U	2694.0	44.3904415048	1.025	-0.694399451398	5.44971262822	3.59942460837	2	0.652
1554	8	B1 LM	LUKE G U	2694.5	39.1804415048	1.053	-0.194399451398	4.39971262822	3.79942460837	2	0.609
1555	6	B1 LM	LUKE G U	2695.0	36.7304415048	1.072	0.705600548602	3.24971262822	4.09942460837	2	0.565
1556	6	B1 LM	LUKE G U	2695.5	36.0404415048	1.1	0.505600548602	3.04971262822	4.69942460837	2	0.522
1557	6	B1 LM	LUKE G U	2696.0	37.9304415048	1.119	0.805600548602	3.29971262822	4.89942460837	2	0.478
1558	6	B1 LM	LUKE G U	2696.5	40.4704415048	1.119	1.4056005486	3.59971262822	4.69942460837	2	0.435
1559	6	B1 LM	LUKE G U	2697.0	43.5404415048	1.128	1.7056005486	3.74971262822	4.49942460837	2	0.391
1560	6	B1 LM	LUKE G U	2697.5	44.7604415048	1.119	1.8056005486	3.89971262822	4.29942460837	2	0.348
1561	6	B1 LM	LUKE G U	2698.0	52.3204415048	1.119	1.9056005486	4.24971262822	4.19942460837	2	0.304
1562	6	B1 LM	LUKE G U	2698.5	57.7104415048	1.095	2.9056005486	5.34971262822	4.29942460837	2	0.261
1563	8	B1 LM	LUKE G U	2699.0	55.6904415048	1.063	2.6056005486	5.29971262822	4.49942460837	2	0.217
1564	8	B1 LM	LUKE G U	2699.5	51.6804415048	1.044	1.7056005486	4.34971262822	4.59942460837	2	0.174
1565	8	B1 LM	LUKE G U	2700.0	48.6104415048	0.894	1.2056005486	3.39971262822	4.59942460837	2	0.13
1566	8	B1 LM	LUKE G U	2700.5	52.5604415048	0.82	0.805600548602	3.49971262822	4.49942460837	2	0.087
1567	8	B1 LM	LUKE G U	2701.0	63.8604415048	0.727	2.4056005486	4.89971262822	4.09942460837	2	0.043
1568	3	B2 SH	LUKE G U	2701.5	73.9604415048	0.661	2.5056005486	9.94971262822	3.59942460837	1	1.0
1569	3	B2 SH	LUKE G U	2702.0	82.1804415048	0.623	5.9056005486	12.9497126282	3.19942460837	1	0.957
1570	2	B2 SH	LUKE G U	2702.5	79.8904415048	0.586	7.5056005486	14.0497126282	3.09942460837	1	0.913
1571	2	B2 SH	LUKE G U	2703.0	75.7404415048	0.567	6.6056005486	13.4997126282	3.09942460837	1	0.87
1572	2	B2 SH	LUKE G U	2703.5	70.4404415048	0.567	7.0056005486	10.9997126282	3.19942460837	1	0.826
1573	2	B2 SH	LUKE G U	2704.0	59.7504415048	0.595	6.8056005486	9.39971262822	3.39942460837	1	0.783
1574	2	B2 SH	LUKE G U	2704.5	61.5004415048	0.623	5.8056005486	8.39971262822	3.59942460837	1	0.739
1575	2	B2 SH	LUKE G U	2705.0	65.2704415048	0.623	6.6056005486	8.89971262822	3.89942460837	1	0.696
1576	2	B2 SH	LUKE G U	2705.5	66.2904415048	0.633	6.4056005486	9.09971262822	4.09942460837	1	0.652
1577	2	B2 SH	LUKE G U	2706.0	68.2404415048	0.623	4.8056005486	9.79971262822	4.19942460837	1	0.609
1578	2	B2 SH	LUKE G U	2706.5	69.2704415048	0.567	3.1056005486	10.6497126282	3.99942460837	1	0.565
1579	2	B2 SH	LUKE G U	2707.0	71.2604415048	0.53	2.0056005486	12.7997126282	3.79942460837	1	0.522
1580	2	B2 SH	LUKE G U	2707.5	76.5004415048	0.502	-9.1943994514	23.8997126282	3.69942460837	1	0.478
1581	3	B2 SH	LUKE G U	2708.0	83.5504415048	0.493	-5.4943994514	27.1497126282	3.19942460837	1	0.435
1582	3	B2 SH	LUKE G U	2708.5	82.9104415048	0.502	-4.7943994514	27.4997126282	2.59942460837	1	0.348
1583	3	B2 SH	LUKE G U	2709.0	77.0204415048	0.53	-2.4943994514	25.5497126282	2.59942460837	1	0.304
1584	2	B2 SH	LUKE G U	2709.5	68.7404415048	0.549	-1.8943994514	15.9497126282	2.69942460837	1	0.261
1585	2	B2 SH	LUKE G U	2710.0	66.5204415048	0.595	2.3056005486	9.94971262822	2.99942460837	1	0.217
1586	2	B2 SH	LUKE G U	2710.5	66.7004415048	0.614	1.8056005486	10.2997126282	3.39942460837	1	0.174
1587	2	B2 SH	LUKE G U	2711.0	68.7104415048	0.661	4.7056005486	17.4497126282	3.39942460837	1	0.13
1588	2	B2 SH	LUKE G U	2711.5	67.2904415048	0.689	-3.5943994514	21.3997126282	3.29942460837	1	0.087
1589	8	B2 LM	LUKE G U	2712.0	38.2404415048	0.745	0.505600548602	17.2497126282	3.19942460837	2	1.0
1590	8	B2 LM	LUKE G U	2712.5	23.0604415048	0.764	2.0056005486	13.1997126282	3.39942460837	2	0.947
1591	8	B2 LM	LUKE G U	2713.0	16.1204415048	0.764	0.00560054860154	9.59971262822	3.99942460837	2	0.895
1592	8	B2 LM	LUKE G U	2713.5	15.4104415048	0.773	0.205600548602	9.39971262822	4.69942460837	2	0.842
1593	8	B2 LM	LUKE G U	2714.0	15.3704415048	0.792	0.105600548602	9.74971262822	5.29942460837	2	0.789
1594	8	B2 LM	LUKE G U	2714.5	15.8604415048	0.792	-1.4943994514	11.1497126282	5.79942460837	2	0.737
1595	8	B2 LM	LUKE G U	2715.0	16.4204415048	0.801	-1.9943994514	11.3997126282	5.79942460837	2	0.684
1596	8	B2 LM	LUKE G U	2715.5	17.2304415048	0.838	-2.4943994514	11.1497126282	5.59942460837	2	0.632
1597	8	B2 LM	LUKE G U	2716.0	20.2004415048	0.857	-2.9943994514	10.3997126282	5.19942460837	2	0.579
1598	8	B2 LM	LUKE G U	2716.5	24.3404415048	0.876	-2.9943994514	8.59971262822	5.09942460837	2	0.526
1599	8	B2 LM	LUKE G U	2717.0	24.5204415048	0.885	-0.394399451398	6.59971262822	4.99942460837	2	0.474
1600	8	B2 LM	LUKE G U	2717.5	24.5704415048	0.904	0.705600548602	5.94971262822	4.99942460837	2	0.421
1601	8	B2 LM	LUKE G U	2718.0	23.1904415048	0.904	1.2056005486	6.49971262822	4.99942460837	2	0.368
1602	8	B2 LM	LUKE G U	2718.5	23.0104415048	0.913	1.1056005486	6.74971262822	4.99942460837	2	0.316
1603	8	B2 LM	LUKE G U	2719.0	23.5104415048	0.904	0.805600548602	7.79971262822	5.09942460837	2	0.263
1604	8	B2 LM	LUKE G U	2719.5	25.9304415048	0.866	1.8056005486	8.09971262822	5.09942460837	2	0.211
1605	6	B2 LM	LUKE G U	2720.0	25.9304415048	0.866	1.8056005486	8.09971262822	5.09942460837	2	0.211
1606	6	B2 LM	LUKE G U	2720.5	32.1904415048	0.824	2.9056005486	8.14971262822	5.09942460837	2	0.158
1607	6	B2 LM	LUKE G U	2721.0	34.8904415048	0.773	3.5056005486	8.54971262822	5.09942460837	2	0.105
1608	6	B2 LM	LUKE G U	2721.5	38.5604415048	0.726	2.8056005486	8.89971262822	5.09942460837	2	0.053
1609	3	B3 SH	LUKE G U	2722.0	40.1004415048	0.595	0.305600548602	8.94971262822	4.89942460837	1	1.0
1610	3	B3 SH	LUKE G U	2722.5	45.4804415048	0.493	-5.7943994514	11.8997126282	4.39942460837	1	0.971
1611	3	B3 SH	LUKE G U	2723.0	54.4504415048	0.446	-15.9943994514	17.7997126282	3.69942460837	1	0.943
1612	3	B3 SH	LUKE G U	2723.5	82.1604415048	0.427	-12.1943994514	23.3997126282	3.29942460837	1	0.914
1613	3	B3 SH	LUKE G U	2724.0	95.7504415048	0.399	-5.5943994514	27.0997126282	2.89942460837	1	0.886
1614	3	B3 SH	LUKE G U	2724.5	100.570441505	0.371	-0.594399451398	29.5997126282	2.59942460837	1	0.857
1615	3	B3 SH	LUKE G U	2725.0	101.120441505	0.343	-0.194399451398	29.7997126282	2.49942460837	1	0.829
1616	3	B3 SH	LUKE G U	2725.5	97.0404415048	0.306	-0.494399451398	29.5497126282	2.39942460837	1	0.8
1617	3	B3 SH	LUKE G U	2726.0	89.6804415048	0.268	-3.3943994514	27.9997126282	2.39942460837	1	0.771
1618	3	B3 SH	LUKE G U	2726.5	87.3904415048	0.25	-1.2943994514	23.4497126282	2.39942460837	1	0.743
1619	3	B3 SH	LUKE G U	2727.0	84.4504415048	0.231	3.0056005486	20.8997126282	2.49942460837	1	0.714
1620	3	B3 SH	LUKE G U	2727.5	83.1904415048	0.222	7.3056005486	18.8497126282	2.69942460837	1	0.686
1621	3	B3 SH	LUKE G U	2728.0	82.8404415048	0.212	7.6056005486	19.4997126282	2.69942460837	1	0.657
1622	3	B3 SH	LUKE G U	2728.5	85.1404415048	0.194	4.3056005486	21.8497126282	2.79942460837	1	0.629
1623	3	B3 SH	LUKE G U	2729.0	86.7804415048	0.194	4.1056005486	21.8497126282	2.69942460837	1	0.6
1624	3	B3 SH	LUKE G U	2729.5	87.3004415048	0.194	3.0056005486	21.1997126282	2.59942460837	1	0.571
1625	3	B3 SH	LUKE G U	2730.0	85.0504415048	0.203	5.4056005486	19.5997126282	2.59942460837	1	0.543
1626	3	B3 SH	LUKE G U	2730.5	79.7804415048	0.226	5.8056005486	19.6997126282	2.59942460837	1	0.514
1627	3	B3 SH	LUKE G U	2731.0	78.3304415048	0.24	5.5056005486	19.8497126282	2.59942460837	1	0.486
1628	3	B3 SH	LUKE G U	2731.5	81.1004415048	0.269	7.6056005486	18.3997126282	2.59942460837	1	0.457
1629	2	B3 SH	LUKE G U	2732.0	79.3004415048	0.302	6.4056005486	16.1997126282	2.79942460837	1	0.429
1630	2	B3 SH	LUKE G U	2732.5	73.9604415048	0.334	5.9056005486	14.0497126282	2.99942460837	1	0.4
1631	2	B3 SH	LUKE G U	2733.0	65.2604415048	0.371	4.1056005486	11.9497126282	3.29942460837	1	0.371
1632	2	B3 SH	LUKE G U	2733.5	61.8104415048	0.446	3.2056005486	11.1997126282	3.49942460837	1	0.343
1633	2	B3 SH	LUKE G U	2734.0	62.1404415048	0.493	2.8056005486	11.4997126282	3.49942460837	1	0.314
1634	2	B3 SH	LUKE G U	2734.5	62.6104415048	0.521	2.7056005486	11.9497126282	3.39942460837	1	0.286
1635	2	B3 SH	LUKE G U	2735.0	64.5904415048	0.53	2.5056005486	12.1497126282	3.29942460837	1	0.257
1636	2	B3 SH	LUKE G U	2735.5	67.1004415048	0.53	2.5056005486	11.8497126282	3.39942460837	1	0.229
1637	2	B3 SH	LUKE G U	2736.0	68.5204415048	0.521	2.8056005486	11.6997126282	3.29942460837	1	0.2
1638	2	B3 SH	LUKE G U	2736.5	74.4704415048	0.521	3.1056005486	11.5497126282	3.19942460837	1	0.171
1639	3	B3 SH	LUKE G U	2737.0	79.0004415048	0.521	4.4056005486	11.4997126282	3.29942460837	1	0.143
1640	3	B3 SH	LUKE G U	2737.5	80.0904415048	0.558	5.7056005486	11.6497126282	3.39942460837	1	0.114
1641	8	B3 LM	LUKE G U	2738.0	67.5104415048	0.741	2.5056005486	13.8497126282	3.89942460837	2	1.0
1642	8	B3 LM	LUKE G U	2738.5	52.5304415048	0.773	1.4056005486	12.8997126282	3.99942460837	2	0.889
1643	8	B3 LM	LUKE G U	2739.0	31.7404415048	0.801	0.605600548602	9.19971262822	4.29942460837	2	0.778
1644	8	B3 LM	LUKE G U	2739.5	25.1304415048	0.81	-0.694399451398	8.34971262822	4.59942460837	2	0.667
1645	8	B3 LM	LUKE G U	2740.0	23.6004415048	0.829	-1.4943994514	7.54971262822	4.69942460837	2	0.556
1646	8	B3 LM	LUKE G U	2740.5	25.2004415048	0.829	-1.4943994514	7.14971262822	4.69942460837	2	0.444
1647	8	B3 LM	LUKE G U	2741.0	31.3304415048	0.801	-0.794399451398	6.69971262822	4.69942460837	2	0.333
1648	8	B3 LM	LUKE G U	2741.5	37.3304415048	0.773	0.105600548602	6.74971262822	4.39942460837	2	0.222
1649	8	B3 LM	LUKE G U	2742.0	43.0804415048	0.736	0.905600548602	7.14971262822	3.79942460837	2	0.111
1650	2	B4 SH	LUKE G U	2742.5	49.9804415048	0.698	1.6056005486	7.89971262822	3.59942460837	1	1.0
1651	2	B4 SH	LUKE G U	2743.0	56.1104415048	0.642	1.6056005486	8.19971262822	3.49942460837	1	0.957
1652	2	B4 SH	LUKE G U	2743.5	58.2804415048	0.62	1.8056005486	8.79971262822	3.39942460837	1	0.913
1653	2	B4 SH	LUKE G U	2744.0	61.7404415048	0.596	3.0056005486	9.09971262822	3.39942460837	1	0.87
1654	2	B4 SH	LUKE G U	2744.5	66.6604415048	0.567	4.1056005486	9.44971262822	3.29942460837	1	0.826
1655	3	B4 SH	LUKE G U	2745.0	71.5804415048	0.558	5.1056005486	9.84971262822	3.29942460837	1	0.783
1656	3	B4 SH	LUKE G U	2745.5	78.5704415048	0.567	6.9056005486	11.3497126282	3.29942460837	1	0.739
1657	3	B4 SH	LUKE G U	2746.0	82.5104415048	0.549	9.5056005486	13.9497126282	3.19942460837	1	0.696
1658	3	B4 SH	LUKE G U	2746.5	77.5104415048	0.549	8.7056005486	13.6497126282	3.19942460837	1	0.652
1659	2	B4 SH	LUKE G U	2747.0	74.3804415048	0.539	7.7056005486	12.7497126282	3.09942460837	1	0.609
1660	2	B4 SH	LUKE G U	2747.5	67.7904415048	0.53	6.7056005486	11.9497126282	3.19942460837	1	0.565
1661	2	B4 SH	LUKE G U	2748.0	62.9604415048	0.53	5.7056005486	11.6497126282	3.29942460837	1	0.522
1662	2	B4 SH	LUKE G U	2748.5	58.8804415048	0.53	2.8056005486	10.6997126282	3.29942460837	1	0.478
1663	2	B4 SH	LUKE G U	2749.0	57.9504415048	0.521	2.2056005486	10.9997126282	3.29942460837	1	0.435
1664	2	B4 SH	LUKE G U	2749.5	61.4504415048	0.53	2.2056005486	11.1997126282	3.19942460837	1	0.391
1665	2	B4 SH	LUKE G U	2750.0	62.0104415048	0.53	2.5056005486	11.4497126282	3.19942460837	1	0.348
1666	2	B4 SH	LUKE G U	2750.5	62.6604415048	0.539	2.8056005486	11.4997126282	3.09942460837	1	0.304
